Date,Site,Area,Shift,ICU/IMC Needs,Float Filled,Unfilled,Float Cancelled,Over,On-Call,Unit Filled,Support staff requested,Support staff filled,Comments Unit Staff Floating,Staffing to grid?
12/2/2019,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
12/2/2019,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
12/2/2019,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
12/2/2019,Float,ICU,N,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 1,SICU,A,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 1,MICU,A,1,1,0,0,0,0,0,1PB,,,
12/3/2019,Hospital 2,ICU,A,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 3,ICU,A,3,3,0,0,0,0,0,1PB,,,
12/3/2019,Hospital 4,ICU,A,1,1,0,0,0,0,0,,,,
12/3/2019,Hospital 5,ICU,A,6,6,0,0,0,0,0,5PB,,,
12/3/2019,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
12/3/2019,Float,ICU,A,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 5,ICU,D,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
12/3/2019,Float,ICU,D,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 1,MICU,q11,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,IMC,q11,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 3,ICU,q11,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 4,ICU,q11,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 5,ICU,q11,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
12/3/2019,Float,ICU,q11,0,0,0,1,0,0,0,,,,
12/3/2019,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 5,ICU,E,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
12/3/2019,Float,ICU,E,0,0,0,1,0,0,0,,,,
12/3/2019,Hospital 1,SICU,P,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 1,MICU,P,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,ICU,P,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 3,ICU,P,3,2,1,0,0,0,0,,,,
12/3/2019,Hospital 4,ICU,P,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 5,ICU,P,1,1,0,0,0,0,0,,,,
12/3/2019,Hospital 6,IMC,P,0,0,0,0,0,0,0,,,,
12/3/2019,Float,ICU,P,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 1,SICU,N,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 1,MICU,N,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 3,ICU,N,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
12/3/2019,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
12/3/2019,Float,ICU,N,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 1,SICU,A,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 1,MICU,A,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,ICU,A,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 3,ICU,A,4,4,0,0,0,0,0,2PB,,,
12/4/2019,Hospital 4,ICU,A,1,1,0,0,0,0,0,,,,
12/4/2019,Hospital 5,ICU,A,1,1,0,0,0,0,0,1PB,,,
12/4/2019,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
12/4/2019,Float,ICU,A,0,0,0,2,0,0,0,,,,
12/4/2019,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 5,ICU,D,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
12/4/2019,Float,ICU,D,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 1,MICU,q11,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,IMC,q11,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 3,ICU,q11,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 4,ICU,q11,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 5,ICU,q11,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
12/4/2019,Float,ICU,q11,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 5,ICU,E,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
12/4/2019,Float,ICU,E,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 1,SICU,P,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 1,MICU,P,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,ICU,P,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 3,ICU,P,2,2,0,0,0,0,0,,,,
12/4/2019,Hospital 4,ICU,P,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 5,ICU,P,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 6,IMC,P,0,0,0,0,0,0,0,,,,
12/4/2019,Float,ICU,P,0,0,0,3,0,0,0,,,,
12/4/2019,Hospital 1,SICU,N,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 1,MICU,N,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 3,ICU,N,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
12/4/2019,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
12/4/2019,Float,ICU,N,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 1,SICU,A,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 1,MICU,A,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,ICU,A,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 3,ICU,A,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 4,ICU,A,2,2,0,0,0,0,0,,,,
12/5/2019,Hospital 5,ICU,A,1,1,0,0,0,0,0,,,,
12/5/2019,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
12/5/2019,Float,ICU,A,0,0,0,5,0,0,0,,,,
12/5/2019,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 5,ICU,D,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
12/5/2019,Float,ICU,D,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 1,MICU,q11,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,IMC,q11,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 3,ICU,q11,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 4,ICU,q11,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 5,ICU,q11,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
12/5/2019,Float,ICU,q11,0,0,0,0,3,0,0,,,,
12/5/2019,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 5,ICU,E,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
12/5/2019,Float,ICU,E,0,0,0,1,0,0,0,,,,
12/5/2019,Hospital 1,SICU,P,1,1,0,0,0,0,0,1 pre booked,,,
12/5/2019,Hospital 1,MICU,P,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,ICU,P,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 3,ICU,P,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 4,ICU,P,3,3,0,0,0,0,0,,,,
12/5/2019,Hospital 5,ICU,P,1,1,0,0,0,0,0,1 pre booked,,,
12/5/2019,Hospital 6,IMC,P,0,0,0,0,0,0,0,,,,
12/5/2019,Float,ICU,P,0,0,0,3,0,0,0,,,,
12/5/2019,Hospital 1,SICU,N,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 1,MICU,N,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 3,ICU,N,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
12/5/2019,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
12/5/2019,Float,ICU,N,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,SICU,A,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,MICU,A,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,ICU,A,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 3,ICU,A,1,1,0,0,0,0,0,,,,
12/6/2019,Hospital 4,ICU,A,3,3,0,0,0,0,0,,,,
12/6/2019,Hospital 5,ICU,A,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
12/6/2019,Float,ICU,A,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 5,ICU,D,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
12/6/2019,Float,ICU,D,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,MICU,q11,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,IMC,q11,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 3,ICU,q11,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 4,ICU,q11,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 5,ICU,q11,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
12/6/2019,Float,ICU,q11,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 3,ICU,E,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 5,ICU,E,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
12/6/2019,Float,ICU,E,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,SICU,P,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,MICU,P,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,ICU,P,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 3,ICU,P,2,2,0,0,0,0,0,,,,
12/6/2019,Hospital 4,ICU,P,2,2,0,0,0,0,0,,,,
12/6/2019,Hospital 5,ICU,P,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 6,IMC,P,0,0,0,0,0,0,0,,,,
12/6/2019,Float,ICU,P,0,0,0,1,0,0,0,,,,
12/6/2019,Hospital 1,SICU,N,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 1,MICU,N,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,ICU,N,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 2,IMC,N,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 3,ICU,N,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 4,ICU,N,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 5,ICU,N,0,0,0,0,0,0,0,,,,
12/6/2019,Hospital 6,IMC,N,0,0,0,0,0,0,0,,,,
12/6/2019,Float,ICU,N,0,0,0,1,0,0,0,,,,
12/7/2019,Hospital 1,SICU,A,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 1,MICU,A,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 2,ICU,A,2,2,0,0,0,0,0,1 PB,,,
12/7/2019,Hospital 2,IMC,A,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 3,ICU,A,1,1,0,0,0,0,0,,,,
12/7/2019,Hospital 4,ICU,A,1,1,0,0,0,0,0,,,,
12/7/2019,Hospital 5,ICU,A,1,1,0,0,0,0,0,sent x1 MS RN for MS Pt overflow,,,
12/7/2019,Hospital 6,IMC,A,0,0,0,0,0,0,0,,,,
12/7/2019,Float,ICU,A,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 1,SICU,D,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 1,MICU,D,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 2,ICU,D,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 2,IMC,D,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 3,ICU,D,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 4,ICU,D,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 5,ICU,D,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 6,IMC,D,0,0,0,0,0,0,0,,,,
12/7/2019,Float,ICU,D,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 1,SICU,q11,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 1,MICU,q11,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 2,ICU,q11,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 2,IMC,q11,1,1,0,0,0,0,0,,,,
12/7/2019,Hospital 3,ICU,q11,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 4,ICU,q11,1,1,0,0,0,0,0,,,,
12/7/2019,Hospital 5,ICU,q11,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 6,IMC,q11,0,0,0,0,0,0,0,,,,
12/7/2019,Float,ICU,q11,0,0,0,1,0,0,0,,,,
12/7/2019,Hospital 1,SICU,E,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 1,MICU,E,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 2,ICU,E,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 2,IMC,E,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 3,ICU,E,1,0,1,0,0,0,0,,,,
12/7/2019,Hospital 4,ICU,E,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 5,ICU,E,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 6,IMC,E,0,0,0,0,0,0,0,,,,
12/7/2019,Float,ICU,E,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 1,SICU,P,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 1,MICU,P,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 2,ICU,P,0,0,0,0,0,0,0,,,,
12/7/2019,Hospital 2,IMC,P,0,0,0,0,0,0,0,,,,
